antiguedad_meses,cargo_mensual,reclamaciones_3m,uso_datos_gb,contrato_anual,churn,gasto_total_estimado,ratio_reclamaciones_mes,costo_por_gb,cargo_mensual_norm,uso_datos_gb_norm,gasto_total_estimado_norm
5,49.535402711487876,0,20.79826822724816,1,0,247.67701355743938,0.0,2.272446700585503,0.2682092279170114,0.09098968786951998,0.025329536833846686
9,24.99675348614287,0,40.75841487576166,1,0,224.97078137528584,0.0,0.5986039834249561,0.0450348597274772,0.17839719125399792,0.02280202778400086
63,22.42800665067812,1,28.570337925589712,1,0,1412.9644189927217,0.015625,0.7584629809478529,0.021672593663883355,0.12502436809631984,0.15504169864393946
17,62.72548995005518,1,0.45736841540037115,1,1,1066.333329150938,0.05555555555555555,43.04024245840617,0.3881705737433202,0.001914827826854836,0.1164569960167185
42,39.85892735909232,0,7.862851216647219,1,0,1674.0749490818775,0.0,4.49730299931299,0.18020351687559136,0.03434418690983949,0.18410681268470452
11,38.7894417819412,0,10.639850133659358,1,0,426.6838596013532,0.0,3.3324691758506777,0.17047674806380217,0.046504946372771944,0.04525540651274289
45,125.53175287687213,0,8.72065014560213,0,1,5648.928879459246,0.0,12.91392561161826,0.9593816423852238,0.03810057528243753,0.6265615185227031
36,45.12316034932987,2,2.9641283071209346,0,1,1624.4337725758753,0.05405405405405406,11.38287079867551,0.22808071911316682,0.012892183233006449,0.17858108204575995
49,43.77464605418659,0,25.524590637650135,0,0,2144.9576566551427,0.0,1.65034200347096,0.21581623694671112,0.11168673230301421,0.23652239159976401
52,81.67829862432194,1,10.895955123037973,1,1,4247.271528464741,0.018867924528301886,6.866056384673301,0.5605427798274202,0.04762645605504475,0.47053820250085787
54,123.82277689762061,2,8.278283194872238,0,1,6686.429952471513,0.03636363636363636,13.345440562328692,0.943838829457012,0.036163405610090266,0.742049342756453
23,76.14492668025444,0,41.33784602032973,1,0,1751.3333136458523,0.0,1.798507336525606,0.5102178097675575,0.1809345789106,0.1927067078168089
36,83.38994559685183,0,9.48622253203043,1,0,3002.038041486666,0.0,7.952334154852727,0.5761098849337329,0.04145309428623844,0.3319269665080419
57,59.011437614013296,1,1.1217443876024762,0,1,3363.651943998758,0.017241379310344827,27.8126988146272,0.3543919710212563,0.004824197485376162,0.3721794577103358
23,30.019790572251978,0,29.551975499211693,0,1,690.4551831617955,0.0,0.9825809978482914,0.09071843088864559,0.12932305843410272,0.07461670265560644
7,48.471110404282115,0,7.398604481765863,1,1,339.2977728299748,0.0,5.771329095151143,0.25852969091200384,0.03231120344709539,0.0355281596770099
45,83.15709263703971,0,19.93542895206201,0,1,3742.069168666787,0.0,3.9720749370577977,0.5739921313561049,0.08721122731037824,0.4143023846800392
45,32.81199712323773,1,57.07145484999575,1,0,1476.5398705456978,0.021739130434782608,0.5650279850572769,0.11611302075169719,0.2498336451973451,0.1621185015172263
50,49.1587652915631,1,11.841244672296694,1,1,2457.938264578155,0.0196078431372549,3.8281931811187047,0.26478378190095975,0.05176597471345584,0.2713613429768848
44,76.70432018040118,0,10.015660087621033,0,1,3374.990087937652,0.0,6.963206886403339,0.5153053877274575,0.04377155495424168,0.37344154563333926
12,60.92835403077194,1,2.566266020366889,0,1,731.1402483692633,0.07692307692307693,17.084635213080315,0.3718259628540419,0.011149903990854675,0.07914549764371835
22,81.98568771543412,2,8.96285201221756,0,1,1803.6851297395508,0.08695652173913043,8.22913836468655,0.563338425405436,0.039161201782267965,0.19853416910105873
63,126.3977039504743,0,8.092356838037428,0,1,7963.0553488798805,0.0,13.901533584966188,0.9672573034275033,0.03534921526617751,0.8841549205026913
21,52.04071943209138,2,21.440441779438146,0,1,1092.855108073919,0.09090909090909091,2.3190594883820665,0.2909946090967491,0.09380183088253982,0.11940922673945951
67,79.64666338510168,2,16.255291852125346,0,1,5336.326446801812,0.029411764705882353,4.6157818753608355,0.5420654420269243,0.07109553429055702,0.591764663139251
51,20.79282430954883,2,5.319909666283856,0,0,1060.4340397869903,0.038461538461538464,3.290050872163041,0.0068009199012016575,0.023208388356652575,0.1158003257626921
69,45.03372442823155,1,33.008693364958305,1,0,3107.326985547977,0.014285714285714285,1.3241827301319715,0.227267316345913,0.14446037600345704,0.34364704216078873
70,67.17425106154067,0,33.25412597881677,0,0,4702.197574307847,0.0,1.9610557602048342,0.42863121365729195,0.14553515027261765,0.5211775903418208
5,36.03453720365926,0,9.431340626492664,1,0,180.1726860182963,0.0,3.4544492883437914,0.1454214125791782,0.04121276086441981,0.017815397218334358
52,22.534459891973366,4,41.328476923644416,0,1,1171.791914382615,0.07547169811320754,0.5323711489223407,0.0226407657360142,0.18089355068747862,0.12819595501346917
32,70.4589879007005,1,3.249665929239187,0,1,2254.687612822416,0.030303030303030304,16.579888648638953,0.458505273228233,0.014142581394462625,0.2487368116333068
59,75.45115674130759,0,17.23640750543872,0,0,4451.618247737148,0.0,4.137391463686336,0.5039081035416159,0.07539193908645764,0.4932847409015907
11,86.95929033097694,0,10.705318351490343,1,1,956.5521936407464,0.0,7.429041032438484,0.6085723994174662,0.04679163832811705,0.10423687903392617
26,85.07690609882344,1,30.27596840237809,0,1,2211.9995585694096,0.037037037037037035,2.720200538773871,0.5914524712648239,0.13249349667026505,0.24398505702341663
5,41.792133940778925,1,24.2733774071686,0,1,208.9606697038946,0.16666666666666666,1.6536030490695284,0.19778566467377326,0.10620754286598853,0.021019887012521898
12,125.49854072311908,1,0.02096329231389114,0,1,1505.982488677429,0.07692307692307693,122.9216972519077,0.9590795841357259,3.765601466536897e-06,0.1653958609303655
29,95.56933580496732,0,1.5512469093349586,1,0,2771.5107383440522,0.0,37.45985363285739,0.6868791326485798,0.006705032520461919,0.30626617698315267
6,59.14604270878986,1,39.332408064888654,1,1,354.87625625273915,0.14285714285714285,1.4664644524480897,0.35561617887010655,0.1721525630284356,0.03726225441884283
72,93.94077120741252,1,42.961448661383606,1,0,6763.735526933702,0.0136986301369863,2.1368897993102647,0.6720676460106055,0.18804449928553538,0.7506544929852207
63,75.31061460580555,1,3.344792078031728,0,0,4744.56872016575,0.015625,17.333537083763662,0.5026298994315755,0.014559148432719111,0.5258940687847903
58,22.77194068788491,0,11.368664657448168,0,0,1320.7725598973248,0.0,1.8410993683276953,0.02480060860666275,0.04969649897388829,0.14477950470896903
63,21.966241035679182,1,24.719425396880077,0,0,1383.8731852477886,0.015625,0.8540719979826541,0.017472922833078247,0.10816083218078669,0.15180345303931247
13,118.28751497247002,0,46.353361869535256,0,1,1537.7376946421102,0.0,2.4979750180856786,0.8934966703770758,0.20289803069701176,0.16893064247455025
42,45.24700048591046,0,40.44787685333564,0,0,1900.3740204082394,0.0,1.0916602711887538,0.22920702170562304,0.17703731380799567,0.20929694313702324
44,104.84379343328511,0,0.16521973749591448,1,1,4613.126911064545,0.0,89.97770125195181,0.7712285686135633,0.0006354791826600649,0.5112628274865304
48,35.22883326897647,0,4.105826947116233,0,0,1690.9839969108707,0.0,6.899731156942891,0.13809368785727574,0.01789179718859203,0.18598901714157812
26,38.95861719997381,2,2.975399975896181,0,1,1012.924047199319,0.07407407407407407,9.799923890976858,0.172015366456604,0.012941543011968516,0.11051182455914023
16,73.9654668941067,0,28.99190500343623,0,1,1183.4474703057072,0.0,2.46618102069983,0.49039603570406765,0.12687045301906755,0.129493375159633
18,59.71703241054344,4,29.677398559277425,1,1,1074.9065833897819,0.21052631578947367,1.9466133119193016,0.3608092220878224,0.12987229871475983,0.11741131452722585
27,60.00433625899476,1,13.29981665173321,0,1,1620.1170789928585,0.03571428571428571,4.196161232019848,0.36342219618707805,0.058153209109782104,0.17810057598870213
33,105.75643664212721,2,27.074985263447577,1,1,3489.962409190198,0.058823529411764705,3.766927592293968,0.7795288857844624,0.11847606736592861,0.3862395114127956
15,92.83416593531791,3,44.11999046658644,1,1,1392.5124890297686,0.1875,2.057495247124801,0.6620032806021037,0.19311787116714263,0.15276512375236387
36,31.813928153161967,4,5.2977448194483285,0,1,1145.3014135138308,0.10810810810810811,5.051638176084246,0.10703577245816945,0.023111326247896122,0.12524720595886266
9,77.53805884505076,1,1.9611448826534352,1,1,697.8425296054568,0.1,26.18516213079386,0.5228880830098926,0.00850001725284081,0.07543901367757228
61,65.47307317165411,1,5.533086229482968,1,0,3993.8574634709007,0.016129032258064516,10.021767794244418,0.41315932287524737,0.024141910113653565,0.4423298085457582
28,72.7380553799729,0,13.49585495913045,0,1,2036.6655506392412,0.0,5.017852040121142,0.4792329603994807,0.05901168070916726,0.22446802362773288
16,127.79877769615979,0,38.638331877650884,0,1,2044.7804431385566,0.0,3.2241209869938054,0.9799998038442478,0.1691131331207606,0.22537132031148063
31,42.70068855160859,0,25.454968261280765,1,0,1323.7213450998663,0.0,1.6140895778017208,0.20604879681994573,0.1113818488667698,0.14510774416436106
54,24.269359593649952,0,11.525115631661452,1,0,1310.5454180570973,0.0,1.9376555320815534,0.03841935001089658,0.05038161363255594,0.14364108626297303
11,41.66833528301888,3,32.03719509126609,0,1,458.3516881132076,0.25,1.2612552357398696,0.19665973932333566,0.1402060866867956,0.04878046177116605
72,92.83619943589089,0,20.708962563479265,1,0,6684.206359384144,0.0,4.276399628237793,0.6620217749047614,0.09059860932457783,0.7418018269376057
38,76.70432018040118,0,0.0780302267202443,0,1,2914.764166855245,0.0,71.15229079778524,0.5153053877274575,0.000253667485961788,0.3222122103927847
45,69.03555715839263,1,1.512920443295044,0,0,3106.6000721276687,0.021739130434782608,27.472241448229212,0.4455594401606162,0.006537197044646495,0.34356612691983
15,95.48041468309717,2,11.230869180628599,1,1,1432.2062202464574,0.125,7.806510990594211,0.6860704118828262,0.049093078627406556,0.15718356993346044
59,67.54026045951633,1,113.74874796842258,0,1,3984.8753671114637,0.016666666666666666,0.5885925698997828,0.43195999982618505,0.4980292510367883,0.44132998040813753
21,60.1595039845573,0,52.669744080706984,1,0,1263.3495836757033,0.0,1.1209202692319755,0.36483341726929064,0.23055810801121154,0.13838755509333428
27,69.5066899814591,0,6.666007068107806,0,1,1876.6806294993958,0.0,9.066870062072011,0.44984430397506825,0.029103085188177426,0.20665955004321415
64,47.592222658386646,0,3.195251797228657,1,0,3045.9022501367454,0.0,11.34430660153119,0.2505363732848398,0.013904296400287593,0.33680964292207677
27,120.84728691235895,0,2.8996606519403305,0,1,3262.8767466336917,0.0,30.989180264244197,0.9167773114648486,0.012609872842826643,0.36096182277659283
25,117.31715142167778,0,36.0516062050792,0,1,2932.9287855419443,0.0,3.166317561844199,0.8846713976257733,0.15778559946274193,0.3242341767740549
63,81.22309099969809,0,33.95480187095626,0,1,5117.05473298098,0.0,2.3236604601437,0.5564027526772884,0.1486034809563587,0.5673567720980878
69,118.85537790082027,2,22.458139182456698,0,1,8201.0210751566,0.02857142857142857,5.066701027577965,0.8986612761827585,0.09825843086475204,0.9106437065721948
40,35.810556379702824,1,7.185256296516116,0,1,1432.422255188113,0.024390243902439025,4.375007340325415,0.14338434939717473,0.03137693013975582,0.15720761752822374
62,39.74082133020851,1,4.812612358869419,0,1,2463.9309224729277,0.015873015873015872,6.836998388438601,0.1791293649068557,0.020986882077385523,0.2720284064042363
44,41.646207019799476,1,11.685294836636878,1,0,1832.433108871177,0.022222222222222223,3.2830302768777195,0.19645848695945164,0.05108305459126028,0.2017342058503118
62,76.70432018040118,0,69.449406116111,1,0,4755.667851184873,0.0,1.0887859019560953,0.5153053877274575,0.3040379472116515,0.5271295513550032
65,52.81629330969725,0,2.514600685743278,1,0,3433.0590651303214,0.0,15.02767968035251,0.29804830665481286,0.010923656258786545,0.37990540384602506
27,118.3177855661148,2,2.116520776741834,1,1,3194.5802102850994,0.07142857142857142,37.96470296270898,0.8937719756943879,0.009180424026776482,0.3533594996650611
1,45.68296528738313,0,0.7267233752212354,1,0,45.68296528738313,0.0,26.456446899915292,0.23317203902291875,0.003094360471416918,0.002844882360048386
12,73.99894456030219,1,16.699724298169684,0,1,887.9873347236263,0.07692307692307693,4.180796452742169,0.49070050873895343,0.07304174897604308,0.09660468801147064
25,49.37303781386535,1,2.187050842929426,1,1,1234.3259453466337,0.038461538461538464,15.491763466340995,0.26673254991773354,0.009489282328649656,0.13515683376767848
14,102.32736142314322,0,0.3861713222155167,1,1,1432.583059924005,0.0,73.8201402548088,0.748342095980209,0.0016030485462159526,0.157225517258217
14,70.59528163828269,0,65.81557983130206,1,1,988.3339429359576,0.0,1.0565691686957401,0.4597448389636475,0.2881250539408149,0.10777461520781738
55,60.1019467787085,1,35.46105113616447,0,1,3305.607072828968,0.017857142857142856,1.6483876604175964,0.3643099453808383,0.1551994990149915,0.36571828282223223
51,22.196410705038264,1,16.29799121673326,1,0,1132.0169459569515,0.019230769230769232,1.2831785163335327,0.019566272392130213,0.07128251913201153,0.12376846603834049
39,57.45040899166763,1,20.767194003543953,0,1,2240.5659506750376,0.025,2.6393116624179505,0.34019471128953704,0.09085361069727146,0.24716488069425743
23,97.28487110158889,0,3.33137904768488,0,1,2237.5520353365446,0.0,22.46048430085739,0.7024816013262329,0.014500411414595772,0.24682939137870744
47,108.7113377635602,1,21.22810905610416,0,1,5109.4328748873295,0.020833333333333332,4.890714612258324,0.8064031519587074,0.09287200438575739,0.5665083567752021
68,87.68759703697305,1,3.5547908790581637,0,0,5962.756598514167,0.014492753623188406,19.25172842514891,0.6151962110000125,0.0154787544473784,0.6614947647627915
16,23.203849906856373,2,11.13194568816851,0,1,371.26159850970197,0.11764705882352941,1.9126239519424788,0.02872874116905466,0.048659882636702075,0.03908616340149849
30,123.86729142078917,1,77.12026182608116,1,1,3716.0187426236753,0.03225806451612903,1.5855974944957871,0.9442436806161841,0.3376294011342103,0.4114026218727138
41,52.45080614838842,0,6.91316000323525,0,1,2150.4830520839255,0.0,6.628300972929173,0.2947242701295164,0.03018539291837862,0.23713744242978246
22,96.31408743057199,2,8.264541718238718,0,1,2118.9099234725836,0.08695652173913043,10.395990472034084,0.6936525076610388,0.03610323029241836,0.23362292854403818
57,126.0389629056053,0,4.441457934683509,0,1,7184.220885619502,0.0,23.162719333405285,0.9639946215538165,0.01936155926991958,0.7974601691044556
17,63.02978259893008,0,8.733231308837093,0,1,1071.5063041818114,0.0,6.475730474185223,0.3909380577655147,0.038155669470241134,0.11703281771625328
64,71.49641679138963,0,87.3888282077918,1,0,4575.770674648937,0.0,0.808885220463721,0.46794049254674297,0.38259649313851446,0.507104575917041
47,77.10172804112491,2,39.44923711958418,1,1,3623.781217932871,0.041666666666666664,1.9061355301505751,0.5189197369695896,0.17266416928932773,0.4011353447427539
12,76.76815461486899,1,36.17736790914104,0,1,921.2178553784279,0.07692307692307693,2.064916343795105,0.5158859498215753,0.15833632269974987,0.10030369192424282
19,86.57392035833898,2,12.420228611413728,1,1,1644.9044868084407,0.1,6.451001906533023,0.6050675324880403,0.054301404012102775,0.18085974787919942
67,122.63481442244961,0,13.387329043602914,0,1,8216.532566304124,0.0,8.523806889436308,0.9330345356919204,0.05853643473548685,0.9123703441727204
11,122.53536265343877,0,13.242644791782032,1,1,1347.8889891878264,0.0,8.603413512365439,0.9321300406844527,0.057902847745701064,0.14779792801590216
67,72.90859943954283,2,20.96543281522156,1,0,4884.876162449369,0.029411764705882353,3.3192425595647164,0.4807840263279053,0.09172171852772851,0.5415121743025915
61,102.57724190224849,0,9.838676080093144,1,1,6257.211756037158,0.0,9.464001059192736,0.7506147116215629,0.042996524063466914,0.6942715843356172
3,80.82736977338095,1,17.51572628071373,0,1,242.48210932014285,0.25,4.365336176824563,0.5528037430557117,0.07661510428785243,0.024751274118680347
7,21.349637743672567,2,15.202658971553774,0,1,149.44746420570797,0.25,1.317662599771747,0.01186503264917066,0.06648594831449282,0.014395266763979425
20,76.70432018040118,2,36.77211841935099,1,1,1534.0864036080236,0.09523809523809523,2.030712689418682,0.5153053877274575,0.16094079540977216,0.16852420467112073
39,31.990790264205447,1,1.9064419460061124,0,0,1247.6408203040125,0.025,11.006856788646886,0.10864429986839172,0.008260467553916235,0.13663895844086804
49,61.10762154349771,0,10.16294958536182,0,1,2994.2734556313876,0.0,5.4741465126411795,0.37345636693708983,0.044416550579723955,0.331062663665541
18,26.22360678867129,1,98.53394289549033,0,1,472.02492219608325,0.05263157894736842,0.2634639603919421,0.05619285820321335,0.4314020789360493,0.050302476635098035
65,44.68750742886813,0,1.883813861937481,0,0,2904.6879828764286,0.0,15.495974972131167,0.2241185382946093,0.008161376882407544,0.32109059558720776
72,34.13321995376364,1,15.359845599352681,0,0,2457.591836670982,0.0136986301369863,2.0864023285839695,0.12812929221523214,0.0671742844747059,0.27132278089122147
33,85.52095335021843,0,13.254967201445272,0,1,2822.1914605572083,0.0,5.999379173706391,0.5954909969337112,0.05795680882541211,0.31190762304161207
10,116.6212683394378,2,4.332898442619182,0,1,1166.212683394378,0.18181818181818182,21.868270996392877,0.878342472761715,0.01888616626118452,0.1275749115615735
15,31.621650526386937,0,2.4434786287960737,1,0,474.32475789580405,0.0,9.183054095922373,0.10528704385137319,0.010612205569430676,0.05055847928219383
10,88.5471143356737,0,11.267111735267346,1,1,885.471143356737,0.0,7.2182528574436216,0.62301335807783,0.04925178844417458,0.09632460206854809
50,91.50995662899912,1,12.406350823989683,1,1,4575.497831449956,0.0196078431372549,6.825866175697025,0.6499598477067364,0.054240631775676014,0.5070742047991434
35,54.25646484685251,0,8.224611157042721,0,0,1898.976269639838,0.0,5.88170752383739,0.31114639408161404,0.035928370321480066,0.2091413546761891
6,32.19765716990598,0,58.94048304206285,1,1,193.18594301943588,0.0,0.5371604554356274,0.11052571520446311,0.25801830891252653,0.01926394775611144
32,58.950300498021875,0,16.21942065373313,0,1,1886.4096159367,0.0,3.423477577060154,0.35383594052793055,0.07093845068039696,0.20774251709247393
44,27.569741502847812,0,2.1151342241024094,1,0,1213.0686261253038,0.0,8.850257972685501,0.06843569853136186,0.009174352172362912,0.13279060821883545
69,91.8402729617735,0,37.1609095573273,1,0,6336.978834362371,0.0,2.4066583849057963,0.6529640122062829,0.16264335117286072,0.7031507330525585
49,100.55858342194638,0,8.022233796259616,1,0,4927.370587675373,0.0,11.145641499961501,0.7322553949862141,0.03504213936541099,0.5462423753973877
26,48.453302228158705,0,20.04705774628881,0,1,1259.7858579321264,0.0,2.302141363996703,0.2583677289222279,0.0877000611040874,0.13799086448452694
70,80.09171161286864,2,2.1048948265333904,0,1,5606.419812900805,0.028169014084507043,25.795305827569976,0.5461130713863748,0.009129512813543086,0.6218296876506748
14,81.87949008775058,2,63.42172587789597,0,1,1146.3128612285082,0.13333333333333333,1.270991873812009,0.5623725780907018,0.2776421250716589,0.12535979369388559
69,89.43923510547896,1,26.118705065155208,0,1,6171.307222278048,0.014285714285714285,3.2980643762522175,0.6311270275517148,0.11428841954246062,0.6847092542776347
7,122.80025069257464,0,66.90296711348114,0,1,859.6017548480224,0.0,1.808466638686757,0.934539147242529,0.29288683296082946,0.09344499117382887
10,85.47231718857107,1,12.135715474743542,0,1,854.7231718857107,0.09090909090909091,6.506864232322283,0.5950486602530269,0.053055492176165446,0.09290193927121694
6,34.26659257388604,0,2.468887623817799,0,1,205.5995554433162,0.0,9.87826539511038,0.12934229094047797,0.010723474131604441,0.020645749786978383
30,120.4926808193514,0,36.79966260673246,0,1,3614.7804245805423,0.0,3.187665511011481,0.9135522361953682,0.16106141419550377,0.40013343537834234
58,47.686585332816655,3,6.90909327146827,0,1,2765.821949303366,0.05084745762711865,6.0293365745026755,0.2513945839407402,0.030167584288164347,0.30563293824641946
7,112.410707559079,0,10.067127971361957,0,1,786.874952913553,0.0,10.157170663424195,0.8400482197549258,0.043996938028900194,0.08534951991373174
42,65.81554294021785,1,58.19118230865621,1,1,2764.2528034891498,0.023255813953488372,1.1119146530477884,0.4162740205719848,0.2547370451250127,0.3054582712116537
12,119.54625838771797,0,13.365517519197734,0,1,1434.5551006526157,0.0,8.321750903018927,0.904944703389445,0.05844091986143113,0.15744503191605377
51,76.81608808552161,1,1.9576145548479824,0,1,3917.6204923616024,0.019230769230769232,25.97231203085889,0.5163218956607204,0.008484557589891568,0.4338436082433128
54,104.66530706427488,0,10.709369881198203,1,1,5651.926581470843,0.0,8.93859431602178,0.7696052688846947,0.04680938038697505,0.626895203076894
12,113.23234507688709,0,2.7334681965886394,0,1,1358.788140922645,0.0,30.328996824012115,0.8475208573982499,0.011882099251808989,0.14901115020197
62,119.3060390334013,1,15.77050081869274,1,1,7396.974420070881,0.015873015873015872,7.114041513919512,0.9027599538486616,0.06897258526409379,0.8211424991096596
57,96.49262032436812,0,31.191915219513593,0,1,5500.0793584889825,0.0,2.9974178195486094,0.6952762305240254,0.13650452053339562,0.6099925647526782
31,125.9463495506448,1,97.91959324165984,1,1,3904.3368360699887,0.03125,1.2732194444325988,0.9631523206272491,0.42871177959145806,0.43236495862752655
25,91.9204238326936,1,43.90340777282621,1,1,2298.01059581734,0.038461538461538464,2.047070108748411,0.6536929692003361,0.19216943361950187,0.2535592423522197
25,75.11151916705987,0,1.5099819632136326,0,1,1877.7879791764967,0.0,29.925123075741755,0.5008191641158927,0.0065243291428127015,0.20678281295657486
10,91.6769532716246,0,9.529489102997315,0,1,916.769532716246,0.0,8.706685801643303,0.6514786505497723,0.04164256298177552,0.09980853378020975
1,100.76157211539385,0,5.239141048697113,1,1,100.76157211539385,0.0,16.149910913848526,0.7341015387162025,0.022854694401423112,0.008975872129461278
66,48.12146465548529,0,0.1878784861040967,0,0,3176.0166672620294,0.0,40.510426965732826,0.255349729033854,0.0007347041372926111,0.35129312763945975
32,54.89133440953721,3,8.86989508361529,1,1,1756.5227011051907,0.09090909090909091,5.561491175388544,0.31692041253852976,0.038754133978884935,0.1932843564403856
15,106.16775219772319,2,14.90550481266756,0,1,1592.516282965848,0.125,6.674906169162793,0.7832697228779667,0.06518468016221236,0.1750282361490678
68,110.50244890553367,1,5.583183612130142,1,0,7514.166525576289,0.014492753623188406,16.78556385726845,0.822692968639175,0.024361291625242434,0.8341875567334522
8,112.52305245053465,1,56.18741109055016,1,1,900.1844196042772,0.1111111111111111,1.9676192767734566,0.8410699752696523,0.2459623280544161,0.09796238761439344
55,23.5209880579237,1,0.1307023488979005,0,0,1293.6543431858033,0.017857142857142856,20.802104179627545,0.03161305260132963,0.0004843240426787192,0.14176088243803486
30,46.07441117132113,0,14.471430205422584,0,1,1382.232335139634,0.0,2.9780318018157432,0.23673216521511461,0.06328382350168743,0.15162080435217976
61,105.21733728559438,1,6.67759750300371,0,1,6418.257574421257,0.016129032258064516,13.704461225589144,0.7746258792179342,0.029153840876260845,0.7121981500529168
46,63.98960840039474,0,1.4728198876508114,0,1,2943.5219864181577,0.0,25.877181237483946,0.39966749168205806,0.006361592650805343,0.3254133425143977
71,93.18967587033536,1,35.893039846902475,0,0,6616.466986793811,0.013888888888888888,2.5259419190462706,0.6652365761435173,0.15709122132348968,0.7342615236464453
5,72.26642370061322,3,6.518999908930113,0,1,361.3321185030661,0.5,9.611174966870838,0.4749435595815028,0.028459325951853194,0.037980878721252824
16,59.83776791844854,0,66.55379834998507,0,1,957.4042866951767,0.0,0.8857794732494382,0.3619072886703518,0.2913577875878432,0.10433172845187919
38,81.24605509680575,1,11.92773990677561,0,1,3087.3500936786186,0.02564102564102564,6.284629462124586,0.5566116067921169,0.05214474610394661,0.34142334539848396
60,76.70432018040118,0,1.7610841983573644,0,0,4602.259210824071,0.0,27.78050746371097,0.5153053877274575,0.007623931257700483,0.5100531062748183
64,123.6422037614211,0,11.799930927085885,0,1,7913.10104073095,0.0,9.659599295163563,0.9421965509756965,0.051585057639652265,0.8785943341001421
15,123.34699033216013,2,4.10004300004424,0,1,1850.204854982402,0.125,24.18548046184908,0.9395116407366956,0.017866468698667905,0.2037124402296373
34,24.97152109262897,0,40.690300284754315,1,0,849.0317171493849,0.0,0.5989767625099304,0.04480537588634714,0.17809891056253566,0.09226840380670435
3,105.26065930723003,0,65.68084286655727,0,1,315.7819779216901,0.0,1.5785742168538464,0.7750198848014707,0.2875350271284206,0.032910535406800806
70,87.80372921773896,1,47.922061540980486,1,0,6146.2610452417275,0.014084507042253521,1.7947675639994958,0.616252411193874,0.20976752540842913,0.6819212778923189
32,55.05096373526481,0,3.6167601622581147,0,0,1761.6308395284739,0.0,11.924154991915088,0.3183722110294175,0.015750124213663997,0.1938529609534171
21,55.961125188236075,2,21.719293207861895,1,1,1175.1836289529576,0.09090909090909091,2.4631543189411813,0.3266499571006043,0.09502294952474832,0.12857349846507593
42,30.64014038736115,1,9.001668056812058,1,0,1286.8858962691684,0.023255813953488372,3.0635030290264824,0.0963603949907482,0.039331181172149766,0.14100746325787508
11,20.777408493005197,2,4.935247397950163,0,1,228.55149342305717,0.16666666666666666,3.5006811173837544,0.006660715968798664,0.021523913331827935,0.023200609196937668
42,39.36104835958304,0,9.398838099432353,1,0,1653.1640311024876,0.0,3.785139068732271,0.1756754016509132,0.041070429007141605,0.1817791462533257
7,71.6322535785742,0,0.35782316923650304,1,1,501.42577505001935,0.0,52.75521526035871,0.469175902404817,0.0014789091137212837,0.05357518701105884
37,115.61242821714407,1,24.064267291482512,0,1,4277.6598440343305,0.02631578947368421,4.612639454911661,0.8691672628783359,0.10529182849442496,0.4739208307588423
28,73.28214350646158,1,47.78192946531977,0,1,2051.9000181809242,0.034482758620689655,1.5022395446362897,0.48418133888410897,0.2091538728590126,0.22616382477484923
64,23.73662368549527,0,43.595476258160495,0,0,1519.1439158716973,0.0,0.532265280632623,0.03357421780241712,0.19082097033492296,0.16686090480358662
50,62.236796032073855,1,1.455766228267885,0,1,3111.8398016036926,0.0196078431372549,25.343127255223745,0.3837259950958981,0.006286912949474497,0.3441493792869842
